Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
ERR8774458_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.00012443011009576142)	(12.0, 0.0003732903302872842)	(13.0, 0.0004977204403830457)	(14.0, 0.0004977204403830457)	(15.0, 0.0003732903302872842)	(16.0, 0.000622150550478807)	(17.0, 0.0016175914312448983)	(18.0, 0.0019908817615321827)	(19.0, 0.0022397419817237053)	(20.0, 0.0034840430826813193)	(21.0, 0.0042306237432558885)	(22.0, 0.005474924844213502)	(23.0, 0.007590236715841446)	(24.0, 0.009456688367277867)	(25.0, 0.012940731449959187)	(26.0, 0.016424774532640508)	(27.0, 0.020530968165800634)	(28.0, 0.028121204881642076)	(29.0, 0.031729678074419156)	(30.0, 0.03683131258834538)	(31.0, 0.04541699018495292)	(32.0, 0.054624818332039256)	(33.0, 0.0664456787911366)	(34.0, 0.0780176790300424)	(35.0, 0.08809651794779907)	(36.0, 0.09568675466364052)	(37.0, 0.10489458281072686)	(38.0, 0.11497342172848354)	(39.0, 0.1270431424077724)	(40.0, 0.1422236158394553)	(41.0, 0.15715522905094667)	(42.0, 0.1695982400605228)	(43.0, 0.1756953154552151)	(44.0, 0.17718847677636423)	(45.0, 0.19174679965756836)	(46.0, 0.20207449879551653)	(47.0, 0.19908817615321828)	(48.0, 0.2376615102829043)	(49.0, 0.2856915327798682)	(50.0, 0.32774890999223555)	(51.0, 0.4109926536463)	(52.0, 0.5527185490453722)	(53.0, 0.7280405741703)	(54.0, 0.9420603635350097)	(55.0, 1.2215303908100899)	(56.0, 1.5955673017579486)	(57.0, 2.0670329889107886)	(58.0, 2.665790678691592)	(59.0, 3.3827569730633695)	(60.0, 4.167910967767624)	(61.0, 4.970236317665093)	(62.0, 5.755017022039062)	(63.0, 6.392845766389935)	(64.0, 6.779076828127177)	(65.0, 7.004046467180314)	(66.0, 7.003548746739931)	(67.0, 6.801474247944414)	(68.0, 6.374927830536145)	(69.0, 5.691059945449839)	(70.0, 4.924943757590237)	(71.0, 4.124609289454299)	(72.0, 3.306481315574668)	(73.0, 2.5921280535149016)	(74.0, 1.982918234486054)	(75.0, 1.4741235143044853)	(76.0, 1.0745784307869954)	(77.0, 0.7657428975293157)	(78.0, 0.5640416890640865)	(79.0, 0.41671643871070496)	(80.0, 0.29415278026638)	(81.0, 0.21986800453921043)	(82.0, 0.1732067132532999)	(83.0, 0.12691871229767662)	(84.0, 0.0867277867367457)	(85.0, 0.058979872185390914)	(86.0, 0.04093750622150551)	(87.0, 0.021650839156662487)	(88.0, 0.010078838917756674)	(89.0, 0.005972645284596547)	(90.0, 0.0022397419817237053)	(91.0, 0.00012443011009576142)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR8774458_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0001244310390738349)	(11.0, 0.00037329311722150466)	(12.0, 0.00037329311722150466)	(13.0, 0.00037329311722150466)	(14.0, 0.0008710172735168441)	(15.0, 0.0009954483125906792)	(16.0, 0.0008710172735168441)	(17.0, 0.0018664655861075233)	(18.0, 0.0019908966251813583)	(19.0, 0.0012443103907383488)	(20.0, 0.0019908966251813583)	(21.0, 0.0036085001331412118)	(22.0, 0.003857362211288882)	(23.0, 0.0024886207814766976)	(24.0, 0.0027374828596243676)	(25.0, 0.0032352070159197073)	(26.0, 0.0029863449377720373)	(27.0, 0.004479517406658056)	(28.0, 0.0059726898755440745)	(29.0, 0.004230655328510386)	(30.0, 0.004230655328510386)	(31.0, 0.005723827797396405)	(32.0, 0.00559939675832257)	(33.0, 0.0059726898755440745)	(34.0, 0.006843707149060919)	(35.0, 0.007465862344430093)	(36.0, 0.008959034813316112)	(37.0, 0.01144765559479281)	(38.0, 0.012069810790161983)	(39.0, 0.013314121180900335)	(40.0, 0.015553879884229363)	(41.0, 0.02239758703329028)	(42.0, 0.03297422535456625)	(43.0, 0.03882248419103648)	(44.0, 0.04691050173083575)	(45.0, 0.0592291745991454)	(46.0, 0.07727167526485147)	(47.0, 0.10389991762665214)	(48.0, 0.14421557428657464)	(49.0, 0.19199709329092723)	(50.0, 0.25508363010136154)	(51.0, 0.3665738411115176)	(52.0, 0.5081763635775417)	(53.0, 0.706146146744013)	(54.0, 0.9438094313750376)	(55.0, 1.2394575802144694)	(56.0, 1.641369836422956)	(57.0, 2.1301349579049793)	(58.0, 2.7073705481684995)	(59.0, 3.4055531084117874)	(60.0, 4.233143949291863)	(61.0, 5.049287134577146)	(62.0, 5.764392316134475)	(63.0, 6.4238768232258)	(64.0, 6.956690532539961)	(65.0, 7.204432731335967)	(66.0, 7.237531387729606)	(67.0, 7.034584363000182)	(68.0, 6.505628015897309)	(69.0, 5.850498595173568)	(70.0, 5.109760619567029)	(71.0, 4.2493199843714615)	(72.0, 3.3938565907388467)	(73.0, 2.6704145295635704)	(74.0, 2.04676616172551)	(75.0, 1.5003894691523012)	(76.0, 1.0846653676066187)	(77.0, 0.7942433224082881)	(78.0, 0.5926650391086756)	(79.0, 0.42829163649213975)	(80.0, 0.31232190807532556)	(81.0, 0.23679226735750777)	(82.0, 0.17793638587558389)	(83.0, 0.1287861254414191)	(84.0, 0.09394543450074534)	(85.0, 0.06582401967005866)	(86.0, 0.040315656659922504)	(87.0, 0.024512914697545473)	(88.0, 0.015553879884229363)	(89.0, 0.006345982992765579)	(90.0, 0.0014931724688860186)	(91.0, 0.0006221551953691744)	(92.0, 0.0004977241562953396)	(93.0, 0.0002488620781476698)	(94.0, 0.0001244310390738349)	(95.0, 0.0)	(96.0, 0.0001244310390738349)	(97.0, 0.00037329311722150466)	(98.0, 0.00037329311722150466)	(99.0, 0.0001244310390738349)	(100.0, 0.0)
ERR8774464_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 7.055748883074953e-05)	(17.0, 0.00014111497766149906)	(18.0, 7.055748883074953e-05)	(19.0, 7.055748883074953e-05)	(20.0, 0.0002822299553229981)	(21.0, 0.0004939024218152466)	(22.0, 0.0007055748883074952)	(23.0, 0.0010583623324612428)	(24.0, 0.0018344947095994873)	(25.0, 0.0023283971314147344)	(26.0, 0.0026106270867377324)	(27.0, 0.003951219374521973)	(28.0, 0.004586236773998719)	(29.0, 0.0059973865506137095)	(30.0, 0.0072674213495672)	(31.0, 0.007831881260213197)	(32.0, 0.01023083588045868)	(33.0, 0.012135888078888917)	(34.0, 0.0145348426991344)	(35.0, 0.017568814718856633)	(36.0, 0.0220844940040246)	(37.0, 0.02779965059931531)	(38.0, 0.03012804773073004)	(39.0, 0.033655922172267524)	(40.0, 0.03944163625638898)	(41.0, 0.04565069527349494)	(42.0, 0.05496428379915387)	(43.0, 0.06371341241416681)	(44.0, 0.0733797883839795)	(45.0, 0.08643292381766815)	(46.0, 0.09878048436304933)	(47.0, 0.11465591934996797)	(48.0, 0.147888496589251)	(49.0, 0.18676567293499396)	(50.0, 0.2402482494687021)	(51.0, 0.32766897813000073)	(52.0, 0.4437360472565838)	(53.0, 0.5914128713793425)	(54.0, 0.792995616968794)	(55.0, 1.0618902069027802)	(56.0, 1.4239206820933559)	(57.0, 1.8903056832646103)	(58.0, 2.4553300538212524)	(59.0, 3.1338814239065704)	(60.0, 3.918339584726844)	(61.0, 4.755715862170179)	(62.0, 5.50799980808363)	(63.0, 6.1798482167300275)	(64.0, 6.728150462433782)	(65.0, 7.004100801250843)	(66.0, 7.1099370344969675)	(67.0, 7.019411776327115)	(68.0, 6.644610395658174)	(69.0, 6.071471913885996)	(70.0, 5.358982391673087)	(71.0, 4.576217610584752)	(72.0, 3.7542228657065206)	(73.0, 3.0106174909192513)	(74.0, 2.355067862192757)	(75.0, 1.7638666632799072)	(76.0, 1.3199189435568313)	(77.0, 0.9854058890102478)	(78.0, 0.7171463164757381)	(79.0, 0.5165513757299173)	(80.0, 0.37952873242060164)	(81.0, 0.2715757745095549)	(82.0, 0.19036410486536218)	(83.0, 0.13702264330931557)	(84.0, 0.09299477027892787)	(85.0, 0.06180836021573658)	(86.0, 0.040993901010665475)	(87.0, 0.022931183869993595)	(88.0, 0.01326480790018091)	(89.0, 0.0064207314835982065)	(90.0, 0.0026106270867377324)	(91.0, 0.0012700347989534914)	(92.0, 0.0006350173994767457)	(93.0, 0.0002822299553229981)	(94.0, 0.00014111497766149906)	(95.0, 7.055748883074953e-05)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR8774464_2	(0.0, 0.0001411146789605775)	(1.0, 7.055733948028875e-05)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 7.055733948028875e-05)	(5.0, 7.055733948028875e-05)	(6.0, 7.055733948028875e-05)	(7.0, 7.055733948028875e-05)	(8.0, 0.0001411146789605775)	(9.0, 0.0001411146789605775)	(10.0, 0.00035278669740144373)	(11.0, 0.0007055733948028875)	(12.0, 0.0009172454132437538)	(13.0, 0.0012700321106451976)	(14.0, 0.00169337614752693)	(15.0, 0.002046162844928374)	(16.0, 0.0021167201844086623)	(17.0, 0.002540064221290395)	(18.0, 0.0035278669740144374)	(19.0, 0.004445112387258191)	(20.0, 0.004586227066218768)	(21.0, 0.004162883029337036)	(22.0, 0.0051506857820610786)	(23.0, 0.007196848626989452)	(24.0, 0.008043536700752916)	(25.0, 0.008043536700752916)	(26.0, 0.007972979361272628)	(27.0, 0.007620192663871184)	(28.0, 0.007831864682312051)	(29.0, 0.008960782113996672)	(30.0, 0.01016025688516158)	(31.0, 0.011006944958925045)	(32.0, 0.010795272940484178)	(33.0, 0.011571403674767354)	(34.0, 0.0112891743168462)	(35.0, 0.010513043582563024)	(36.0, 0.012770878445932264)	(37.0, 0.014252582575018328)	(38.0, 0.01573428670410439)	(39.0, 0.01580484404358468)	(40.0, 0.015593172025143813)	(41.0, 0.02017939909136258)	(42.0, 0.02652955964458857)	(43.0, 0.035278669740144375)	(44.0, 0.043745550477779026)	(45.0, 0.054117479381381464)	(46.0, 0.06745281654315605)	(47.0, 0.08396323398154361)	(48.0, 0.11973580509805001)	(49.0, 0.1642574863101122)	(50.0, 0.21915109642577685)	(51.0, 0.30269098637043873)	(52.0, 0.428353607984833)	(53.0, 0.5895771286972928)	(54.0, 0.7954634453007753)	(55.0, 1.081008998177504)	(56.0, 1.4445204111799514)	(57.0, 1.8724506751279026)	(58.0, 2.4288658542694597)	(59.0, 3.133592560998584)	(60.0, 3.889685010869358)	(61.0, 4.653538768082964)	(62.0, 5.435031860166642)	(63.0, 6.197121683893241)	(64.0, 6.753184076337397)	(65.0, 7.043456970959304)	(66.0, 7.182525487074953)	(67.0, 7.053687785183947)	(68.0, 6.61947791802225)	(69.0, 6.044153371899975)	(70.0, 5.373788089497752)	(71.0, 4.641967364408197)	(72.0, 3.82406668515269)	(73.0, 3.0410918889399254)	(74.0, 2.3877309253524515)	(75.0, 1.8205204732704101)	(76.0, 1.3693062872939639)	(77.0, 1.0168723765899215)	(78.0, 0.7450855049118491)	(79.0, 0.5335546011499435)	(80.0, 0.3790340276881111)	(81.0, 0.27312746112819775)	(82.0, 0.19494992898403782)	(83.0, 0.13716346794968132)	(84.0, 0.09292401609554028)	(85.0, 0.06103209865044977)	(86.0, 0.04162883029337036)	(87.0, 0.026317887626147705)	(88.0, 0.01411146789605775)	(89.0, 0.0059973738558245435)	(90.0, 0.0028928509186918385)	(91.0, 0.0012700321106451976)	(92.0, 0.00056445871584231)	(93.0, 0.00035278669740144373)	(94.0, 0.00035278669740144373)	(95.0, 0.000282229357921155)	(96.0, 7.055733948028875e-05)	(97.0, 0.00035278669740144373)	(98.0, 0.00056445871584231)	(99.0, 0.0004233440368817325)	(100.0, 0.00035278669740144373)
ERR8774480_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 0.0)	(18.0, 6.826460452949304e-05)	(19.0, 0.00013652920905898609)	(20.0, 0.00013652920905898609)	(21.0, 0.00027305841811797217)	(22.0, 0.00034132302264746516)	(23.0, 0.00027305841811797217)	(24.0, 0.0005461168362359443)	(25.0, 0.0010239690679423956)	(26.0, 0.0016383505087078328)	(27.0, 0.0022527319494732704)	(28.0, 0.001843144322296312)	(29.0, 0.0013652920905898606)	(30.0, 0.001706615113237326)	(31.0, 0.0022527319494732704)	(32.0, 0.0024575257630617495)	(33.0, 0.003344965621945159)	(34.0, 0.005119845339711979)	(35.0, 0.006007285198595388)	(36.0, 0.007986958729950686)	(37.0, 0.010649278306600915)	(38.0, 0.013516391696839623)	(39.0, 0.01706615113237326)	(40.0, 0.020479381358847915)	(41.0, 0.028261546275210117)	(42.0, 0.0363167696096903)	(43.0, 0.04437199294417048)	(44.0, 0.056864415573067706)	(45.0, 0.07317965605561653)	(46.0, 0.09454647727334786)	(47.0, 0.11789297202243448)	(48.0, 0.16322066943001784)	(49.0, 0.22069946644385102)	(50.0, 0.28985151083222743)	(51.0, 0.39770958598882644)	(52.0, 0.5403826094554669)	(53.0, 0.7287929179568677)	(54.0, 0.9743407004494541)	(55.0, 1.3065845306944968)	(56.0, 1.7369928622529502)	(57.0, 2.25955840992622)	(58.0, 2.9189944896811224)	(59.0, 3.68287541436615)	(60.0, 4.51085680270437)	(61.0, 5.3682602355948035)	(62.0, 6.139923325196193)	(63.0, 6.768094216076588)	(64.0, 7.232088733063552)	(65.0, 7.461321275073589)	(66.0, 7.392100966080683)	(67.0, 7.0427227200987375)	(68.0, 6.493192653636319)	(69.0, 5.7449443233885455)	(70.0, 4.88931577021588)	(71.0, 4.022696615713966)	(72.0, 3.1847485951144385)	(73.0, 2.4324726531994254)	(74.0, 1.7796582400838836)	(75.0, 1.2579118676649683)	(76.0, 0.8629328658573215)	(77.0, 0.5848228670041669)	(78.0, 0.38514889875539976)	(79.0, 0.24486513644729155)	(80.0, 0.15584809214083262)	(81.0, 0.10144120233082665)	(82.0, 0.06396393444413498)	(83.0, 0.039456941418046974)	(84.0, 0.028398075484269106)	(85.0, 0.018772766245610587)	(86.0, 0.010034896865835476)	(87.0, 0.004983316130652992)	(88.0, 0.003413230226474652)	(89.0, 0.0021162027404142843)	(90.0, 0.0008191752543539164)	(91.0, 0.0005461168362359443)	(92.0, 0.0002047938135884791)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR8774480_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 6.826455792896253e-05)	(10.0, 6.826455792896253e-05)	(11.0, 0.0)	(12.0, 0.0002047936737868876)	(13.0, 0.00034132278964481267)	(14.0, 0.00034132278964481267)	(15.0, 0.0006143810213606628)	(16.0, 0.0006826455792896253)	(17.0, 0.0006143810213606628)	(18.0, 0.0007509101372185879)	(19.0, 0.001160497484792363)	(20.0, 0.001160497484792363)	(21.0, 0.0009557038110054755)	(22.0, 0.001023968368934438)	(23.0, 0.001160497484792363)	(24.0, 0.0015018202744371757)	(25.0, 0.0014335557165082132)	(26.0, 0.0016383493902951008)	(27.0, 0.0025940532013005767)	(28.0, 0.0025940532013005767)	(29.0, 0.002525788643371614)	(30.0, 0.0028671114330164264)	(31.0, 0.002184465853726801)	(32.0, 0.0021162012957978388)	(33.0, 0.003071905106803314)	(34.0, 0.0037545506860929396)	(35.0, 0.004095873475737752)	(36.0, 0.005392900076388041)	(37.0, 0.007577365930114842)	(38.0, 0.009625302667983717)	(39.0, 0.010171419131415418)	(40.0, 0.011263652058278818)	(41.0, 0.01720266859809856)	(42.0, 0.026896235824011242)	(43.0, 0.03672633216578184)	(44.0, 0.04730733864477104)	(45.0, 0.061233308462279396)	(46.0, 0.07993779733481512)	(47.0, 0.10403518628373891)	(48.0, 0.145744831178335)	(49.0, 0.20172176868008426)	(50.0, 0.27155641144141296)	(51.0, 0.3708813432280535)	(52.0, 0.5313713189190444)	(53.0, 0.7319325901143363)	(54.0, 0.9754322682469457)	(55.0, 1.301259003241884)	(56.0, 1.7389030841244626)	(57.0, 2.2586011636376546)	(58.0, 2.866428787437137)	(59.0, 3.616110162613004)	(60.0, 4.456310341602674)	(61.0, 5.3159659196021)	(62.0, 6.098004695236294)	(63.0, 6.760375700821018)	(64.0, 7.2221171706525205)	(65.0, 7.3763950715719755)	(66.0, 7.33598245327803)	(67.0, 7.068999767217858)	(68.0, 6.496396655309719)	(69.0, 5.804535360699684)	(70.0, 5.0042699480984565)	(71.0, 4.120312187476321)	(72.0, 3.262294958867191)	(73.0, 2.4789591566323455)	(74.0, 1.8304458563072015)	(75.0, 1.2981188335771516)	(76.0, 0.900272989967158)	(77.0, 0.6132887884337994)	(78.0, 0.39811890184170945)	(79.0, 0.25824482264526527)	(80.0, 0.16117262127028054)	(81.0, 0.10137286852450937)	(82.0, 0.06457827180079856)	(83.0, 0.039388649925011385)	(84.0, 0.02723755861365605)	(85.0, 0.017953578735317145)	(86.0, 0.00996662545762853)	(87.0, 0.005870751981890778)	(88.0, 0.003140169664732277)	(89.0, 0.0010922329268634005)	(90.0, 0.00034132278964481267)	(91.0, 0.00013652911585792507)	(92.0, 0.00027305823171585013)	(93.0, 0.0002047936737868876)	(94.0, 0.0)	(95.0, 6.826455792896253e-05)	(96.0, 0.00013652911585792507)	(97.0, 0.00013652911585792507)	(98.0, 0.00013652911585792507)	(99.0, 0.00013652911585792507)	(100.0, 0.0004095873475737752)
ERR8774482_1	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 0.0)	(8.0, 0.0)	(9.0, 0.0)	(10.0, 0.0)	(11.0, 0.0)	(12.0, 0.0)	(13.0, 0.0)	(14.0, 0.0)	(15.0, 0.0)	(16.0, 0.0)	(17.0, 6.249531285153614e-05)	(18.0, 6.249531285153614e-05)	(19.0, 6.249531285153614e-05)	(20.0, 0.0001874859385546084)	(21.0, 0.0003124765642576807)	(22.0, 0.0002499812514061446)	(23.0, 0.0004999625028122892)	(24.0, 0.0006874484413668975)	(25.0, 0.0005624578156638253)	(26.0, 0.000874934379921506)	(27.0, 0.0011249156313276505)	(28.0, 0.000937429692773042)	(29.0, 0.0011249156313276505)	(30.0, 0.0024998125140614454)	(31.0, 0.0028122890783191263)	(32.0, 0.0028747843911706623)	(33.0, 0.003749718771092168)	(34.0, 0.004437167212459066)	(35.0, 0.006187035972302077)	(36.0, 0.008311876609254306)	(37.0, 0.010874184436167287)	(38.0, 0.013936454765892559)	(39.0, 0.015123865710071745)	(40.0, 0.018061145414093944)	(41.0, 0.02487313451491138)	(42.0, 0.03274754393420494)	(43.0, 0.043559233057520685)	(44.0, 0.05630827687923406)	(45.0, 0.07074469414793891)	(46.0, 0.08605604579656526)	(47.0, 0.10855435842311828)	(48.0, 0.15592580556458266)	(49.0, 0.21242156838237133)	(50.0, 0.28766592505562083)	(51.0, 0.39853261005424595)	(52.0, 0.53702222333325)	(53.0, 0.7200084993625477)	(54.0, 0.9680523960702948)	(55.0, 1.302402319826013)	(56.0, 1.7390570707196962)	(57.0, 2.261767867409944)	(58.0, 2.8998450116241283)	(59.0, 3.6646626503012274)	(60.0, 4.508474364422669)	(61.0, 5.360160487963403)	(62.0, 6.1264780141489386)	(63.0, 6.797552683548734)	(64.0, 7.267204959628028)	(65.0, 7.430692698047646)	(66.0, 7.349136314776391)	(67.0, 7.0744694147938905)	(68.0, 6.529072819538535)	(69.0, 5.759505537084719)	(70.0, 4.908631852611054)	(71.0, 4.023823213259005)	(72.0, 3.1827612929030322)	(73.0, 2.4312551558633104)	(74.0, 1.7755543334249932)	(75.0, 1.2665925055620828)	(76.0, 0.8886833487488439)	(77.0, 0.5885183611229158)	(78.0, 0.38728345374096945)	(79.0, 0.2514811389145814)	(80.0, 0.15711321650876187)	(81.0, 0.10374221933354998)	(82.0, 0.06412019098567608)	(83.0, 0.039184561157913154)	(84.0, 0.02537309701772367)	(85.0, 0.01606129540284479)	(86.0, 0.010811689123315751)	(87.0, 0.005062120340974427)	(88.0, 0.0029997750168737343)	(89.0, 0.001749868759843012)	(90.0, 0.0004999625028122892)	(91.0, 0.0001249906257030723)	(92.0, 0.0)	(93.0, 0.0)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
ERR8774482_2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 0.0)	(3.0, 0.0)	(4.0, 0.0)	(5.0, 0.0)	(6.0, 0.0)	(7.0, 6.249406306400892e-05)	(8.0, 6.249406306400892e-05)	(9.0, 6.249406306400892e-05)	(10.0, 0.00018748218919202676)	(11.0, 0.00012498812612801784)	(12.0, 6.249406306400892e-05)	(13.0, 0.0002499762522560357)	(14.0, 0.0002499762522560357)	(15.0, 0.0003124703153200446)	(16.0, 0.0004374584414480624)	(17.0, 0.0004999525045120713)	(18.0, 0.000812422819832116)	(19.0, 0.0008749168828961248)	(20.0, 0.0010623990720881515)	(21.0, 0.0011248931351521606)	(22.0, 0.0013748693874081962)	(23.0, 0.0018748218919202675)	(24.0, 0.0011248931351521606)	(25.0, 0.0012498812612801785)	(26.0, 0.0019373159549842766)	(27.0, 0.0016873397027282408)	(28.0, 0.001624845639664232)	(29.0, 0.002124798144176303)	(30.0, 0.0025622565856243656)	(31.0, 0.002437268459496348)	(32.0, 0.0026247506486883746)	(33.0, 0.0026247506486883746)	(34.0, 0.0028747269009444104)	(35.0, 0.003749643783840535)	(36.0, 0.003874631909968553)	(37.0, 0.004937030982056704)	(38.0, 0.006936841000104991)	(39.0, 0.008436698513641205)	(40.0, 0.010311520405561473)	(41.0, 0.016498432648898356)	(42.0, 0.02674745899139582)	(43.0, 0.03680900314470125)	(44.0, 0.04537068978447047)	(45.0, 0.05986931241532055)	(46.0, 0.07599278068583484)	(47.0, 0.09586589274018968)	(48.0, 0.13979921907418796)	(49.0, 0.1994810493003165)	(50.0, 0.27991090846369593)	(51.0, 0.3867757563031512)	(52.0, 0.5250751178638029)	(53.0, 0.7261810128037836)	(54.0, 0.9848439398257166)	(55.0, 1.3208745169208926)	(56.0, 1.745084216999385)	(57.0, 2.251348621880921)	(58.0, 2.8682275183857535)	(59.0, 3.61690639389258)	(60.0, 4.448139926706963)	(61.0, 5.270061844124808)	(62.0, 6.054487323704248)	(63.0, 6.744359285867843)	(64.0, 7.207502787235212)	(65.0, 7.393297636724511)	(66.0, 7.357863502967218)	(67.0, 7.065891240332169)	(68.0, 6.474197451242132)	(69.0, 5.779013493718097)	(70.0, 5.0045245701658345)	(71.0, 4.152730490603393)	(72.0, 3.295749403806638)	(73.0, 2.4854513821186988)	(74.0, 1.8471995160459755)	(75.0, 1.3256240657137572)	(76.0, 0.9054764797344252)	(77.0, 0.6093796089371509)	(78.0, 0.41221083997020286)	(79.0, 0.2639749223823737)	(80.0, 0.15711007454291842)	(81.0, 0.09930306620871017)	(82.0, 0.06355646213609707)	(83.0, 0.04268344507271809)	(84.0, 0.02768486993735595)	(85.0, 0.016498432648898356)	(86.0, 0.011373919477649623)	(87.0, 0.006936841000104991)	(88.0, 0.0026872447117523837)	(89.0, 0.0010623990720881515)	(90.0, 0.0004374584414480624)	(91.0, 0.00018748218919202676)	(92.0, 0.00012498812612801784)	(93.0, 6.249406306400892e-05)	(94.0, 0.00012498812612801784)	(95.0, 0.00012498812612801784)	(96.0, 0.00012498812612801784)	(97.0, 0.00012498812612801784)	(98.0, 0.00012498812612801784)	(99.0, 0.00018748218919202676)	(100.0, 0.00012498812612801784)
